,discarded,sigmoid,continuous
3003,PSORS1C1_1,,
3004,PFN4_1,,
3005,TMEM9B_2,,
3006,SRSF1_1,,
3007,NXPE3_1,,
3008,TNNI1_1,,
3009,ING4_1,,
3010,SLCO5A1_2,,
3011,IRAK2_1,,
3012,GSTCD_1,,
3013,PSTK_2,,
3014,TEX30_1,,
3015,SLC16A11_2,,
3016,MRPL53_1,,
3017,CITED2_1,,
3018,B3GNT5_3,,
3019,CBLN2_1,,
3020,TMEM176B_1,,
3021,KALRN_1,,
3022,ERBB3_1,,
3023,USP13_2,,
3024,KPNA4_1,,
3025,ACBD5_2,,
3026,GPR158_1,,
3027,POLR2I_1,,
3028,BIRC7_1,,
3029,B3GNT8_1,,
3030,TAF6_2,,
3031,GRIP1_2,,
3032,NIN_1,,
3033,GSG1L_1,,
3034,DMXL1_2,,
3035,RSPO3_1,,
3036,MPP6_1,,
3037,SPSB1_1,,
3038,RUNX2_1,,
3039,SCMH1_1,,
3040,ZNF644_1,,
3041,ZNF91_1,,
3042,WDR82_1,,
3043,PLD2_1,,
3044,PCED1A_1,,
3045,THEMIS2_1,,
3046,UBE2Z_1,,
3047,EFNB2_1,,
3048,WTIP_2,,
3049,NUDT8_1,,
3050,BUD13_1,,
3051,PLEKHO1_1,,
3052,VAMP2_3,,
3053,HYAL3_2,,
3054,PDGFB_1,,
3055,ZDHHC24_1,,
3056,TRAPPC6B_1,,
3057,ITGB1_1,,
3058,VIPR1_1,,
3059,BMP7_2,,
3060,DUOX2_2,,
3061,CDK9_1,,
3062,FILIP1L_3,,
3063,ZNF786_3,,
3064,CAV1_4,,
3065,APOA1_1,,
3066,MINPP1_1,,
3067,BCDIN3D_1,,
3068,UBIAD1_2,,
3069,SH3BGR_2,,
3070,DOCK5_2,,
3071,COL9A2_1,,
3072,NAT6_1,,
3073,HOXB4_1,,
3074,KDR_1,,
3075,CYB5R3_1,,
3076,WAPL_1,,
3077,MRAP_2,,
3078,ST6GALNAC5_1,,
3079,THNSL2_1,,
3080,ST7_2,,
3081,KRAS_1,,
3082,STC2_2,,
3083,CEP135_2,,
3084,MOK_1,,
3085,ZNF32_1,,
3086,OXR1_1,,
3087,MIEN1_1,,
3088,ERMAP_1,,
3089,NARF_2,,
3090,CDC42BPB_1,,
3091,SYNGR1_1,,
3092,SPTLC3_2,,
3093,SRCIN1_2,,
3094,ZNF331_2,,
3095,SPAG17_1,,
3096,HECW1_1,,
3097,SOD2_3,,
3098,GP1BB_4,,
3099,UBAC1_2,,
3100,C4orf48_1,,
3101,ONECUT1_2,,
3102,ANKRD52_1,,
3103,C22orf23_1,,
3104,KCNH6_1,,
3105,C17orf107_2,,
3106,ZNF274_1,,
3107,RAB11FIP4_1,,
3108,ITPA_2,,
3109,OGG1_3,,
3110,ACSM6_1,,
3111,NPY4R_3,,
3112,ZMAT4_1,,
3113,CACNG6_2,,
3114,MCF2L2_1,,
3115,ELP6_1,,
3116,CREB5_1,,
3117,MRPL38_2,,
3118,RTN4RL1_1,,
3119,INSIG2_1,,
3120,ST14_1,,
3121,ISG15_1,,
3122,GTF2F1_1,,
3123,AMDHD2_2,,
3124,KCNK4_3,,
3125,KIAA0753_2,,
3126,SNCA_1,,
3127,ALX3_1,,
3128,TTC36_1,,
3129,CDK20_2,,
3130,HDLBP_2,,
3131,OPTN_1,,
3132,DAZAP2_1,,
3133,DIEXF_1,,
3134,BATF2_2,,
3135,C20orf100_1,,
3136,ARRB1_1,,
3137,CASZ1_2,,
3138,ATRNL1_2,,
3139,ALG2_1,,
3140,KCNC1_1,,
3141,ZNF445_2,,
3142,MEGF11_1,,
3143,VDAC1_1,,
3144,SLITRK3_2,,
3145,ATXN2L_3,,
3146,DNALI1_1,,
3147,ZNF793_2,,
3148,PRR35_1,,
3149,ZNF211_1,,
3150,KLF7_4,,
3151,FGF20_1,,
3152,ATP4A_1,,
3153,C7orf50_2,,
3154,WIPF1_2,,
3155,TPX2_1,,
3156,UBXN4_2,,
3157,EIF4ENIF1_3,,
3158,CEP85_1,,
3159,JCHAIN_3,,
3160,GLO1_1,,
3161,MPP2_2,,
3162,B3GAT1_1,,
3163,OTUD7B_3,,
3164,CA13_1,,
3165,SPATA13_1,,
3166,NKX3-2_2,,
3167,DAND5_1,,
3168,TGS1_1,,
3169,RASD1_1,,
3170,GLRA1_1,,
3171,ANKRD16_1,,
3172,COL8A1_2,,
3173,PIP5K1B_1,,
3174,AIF1L_1,,
3175,SAE1_1,,
3176,ARID5B_2,,
3177,SPHK2_5,,
3178,STMN3_1,,
3179,SMTN_1,,
3180,ELL2_2,,
3181,CDH7_1,,
3182,MRPS26_1,,
3183,PLEKHA3_1,,
3184,DYNC2H1_2,,
3185,RBM7_1,,
3186,NXPE3_2,,
3187,RSBN1_1,,
3188,ZFP28_2,,
3189,DHRS12_4,,
3190,SSC4D_1,,
3191,EPS8L1_3,,
3192,SLC2A11_1,,
3193,CDC42EP1_1,,
3194,BCL11A_2,,
3195,MKL2_2,,
3196,KRT15_1,,
3197,PLA2G3_1,,
3198,PLA2G7_1,,
3199,TFCP2L1_1,,
3200,C11orf54_1,,
3201,CLP1_1,,
3202,MARCH4_1,,
3203,NMUR1_1,,
3204,WASF1_2,,
3205,COPS7A_1,,
3206,TNFRSF19_1,,
3207,NELL2_1,,
3208,FBXO44_1,,
3209,GRAMD4_3,,
3210,TMEM5_1,,
3211,CDH12_2,,
3212,FBXO42_1,,
3213,C16orf88_2,,
3214,TMEM14A_1,,
3215,SCNN1G_1,,
3216,CCDC18_2,,
3217,ST3GAL5_1,,
3218,VAMP4_3,,
3219,PLCXD3_1,,
3220,NPY2R_1,,
3221,MRRF_1,,
3222,ARHGAP9_4,,
3223,PREX2_3,,
3224,TMEM120B_1,,
3225,PRDM5_1,,
3226,PRELID1_1,,
3227,LRRC71_1,,
3228,PBXIP1_1,,
3229,MAFK_1,,
3230,ABCB4_2,,
3231,C10orf105_2,,
3232,GFM2_1,,
3233,TNFRSF8_1,,
3234,TBATA_1,,
3235,FBXO2_2,,
3236,RUFY3_1,,
3237,FAM210A_1,,
3238,AREL1_1,,
3239,SEPT9_7,,
3240,DGCR6_1,,
3241,SLC43A1_3,,
3242,NDUFA9_1,,
3243,PDGFD_1,,
3244,FEM1B_1,,
3245,PBK_2,,
3246,FAM124A_2,,
3247,PCDH18_1,,
3248,EXOSC9_1,,
3249,MIPEP_2,,
3250,CD2BP2_1,,
3251,CREM_1,,
3252,DNAJC4_1,,
3253,HAS2_1,,
3254,NEK4_1,,
3255,ZC3H4_2,,
3256,BMP6_1,,
3257,DESI2_1,,
3258,UBE2N_2,,
3259,DERL1_1,,
3260,ETFB_1,,
3261,S1PR5_1,,
3262,MAMSTR_2,,
3263,SLC9A1_2,,
3264,COL24A1_1,,
3265,TUBG2_2,,
3266,ZNF557_2,,
3267,ENO1_1,,
3268,TRIM41_3,,
3269,AP3B1_1,,
3270,ARPP21_2,,
3271,GDF11_1,,
3272,PRSS23_1,,
3273,WBP4_2,,
3274,RGS5_2,,
3275,HRK_1,,
3276,KIRREL3_2,,
3277,ARHGAP9_3,,
3278,B4GALT3_1,,
3279,ZNF565_2,,
3280,CPT2_1,,
3281,DCLRE1B_1,,
3282,KHNYN_1,,
3283,HSPB8_1,,
3284,PDE3A_2,,
3285,WBP4_1,,
3286,DTNA_4,,
3287,PDE4C_1,,
3288,SMOX_1,,
3289,ASF1B_2,,
3290,MEIS1_4,,
3291,IPO5_2,,
3292,MAFF_1,,
3293,ADAP1_1,,
3294,FGF11_2,,
3295,SPTBN1_4,,
3296,GABRB1_1,,
3297,ARHGEF7_1,,
3298,STRA6_2,,
3299,IBTK_1,,
3300,C1orf53_1,,
3301,MTFR1L_2,,
3302,ST3GAL6_1,,
3303,SCLY_4,,
3304,FBLN7_1,,
3305,RNF13_1,,
3306,TTLL7_2,,
3307,GPATCH2_1,,
3308,PDP1_1,,
3309,MTA3_3,,
3310,KHDC1_2,,
3311,PABPC1_1,,
3312,DGAT2_2,,
3313,ZNF688_1,,
3314,ZFAND2A_2,,
3315,ABCA9_1,,
3316,SMARCA4_2,,
3317,DCUN1D1_1,,
3318,KIAA0907_1,,
3319,UCP1_1,,
3320,NOTUM_1,,
3321,MPPED2_1,,
3322,APOPT1_2,,
3323,TWIST2_1,,
3324,AURKB_3,,
3325,PRKG1_3,,
3326,TP53I3_2,,
3327,RABGEF1_1,,
3328,IDH3A_1,,
3329,NPY1R_1,,
3330,CXXC5_2,,
3331,PDSS1_1,,
3332,PROS1_1,,
3333,HTR7_1,,
3334,ATP9A_1,,
3335,PTPRB_3,,
3336,ST6GAL2_2,,
3337,NFATC2IP_1,,
3338,NDUFS7_1,,
3339,ABHD18_1,,
3340,MED23_1,,
3341,ERBB4_2,,
3342,ALAD_1,,
3343,RNPEP_1,,
3344,OVOL1_1,,
3345,CTNNB1_1,,
3346,TNNC2_2,,
3347,PBX2_1,,
3348,AAK1_1,,
3349,KNSTRN_1,,
3350,PTGR1_1,,
3351,SOX18_1,,
3352,MLST8_1,,
3353,RND3_1,,
3354,CYP26B1_4,,
3355,NFE2L1_1,,
3356,CERS6_1,,
3357,NDUFC2_3,,
3358,GNA11_1,,
3359,FAM89B_1,,
3360,ZFP91_3,,
3361,PPM1J_3,,
3362,PTPRD_1,,
3363,HSPH1_2,,
3364,SH2B1_2,,
3365,SLC44A5_1,,
3366,CARHSP1_2,,
3367,CEP290_1,,
3368,ZNF581_3,,
3369,CDK12_2,,
3370,AEBP1_1,,
3371,HSPB1_2,,
3372,THAP12_1,,
3373,ZNF101_2,,
3374,TMCC3_2,,
3375,CALM3_1,,
3376,TMEM256_2,,
3377,CYFIP2_1,,
3378,KDM5B_2,,
3379,HOXB7_1,,
3380,EME1_1,,
3381,ANKRD9_2,,
3382,HCK_1,,
3383,CPE_2,,
3384,USP39_2,,
3385,CCL27_1,,
3386,CACNB1_1,,
3387,CA10_1,,
3388,CACNA2D3_2,,
3389,UBE2O_1,,
3390,NRDC_1,,
3391,TNNC2_4,,
3392,MYBPHL_1,,
3393,ANK3_2,,
3394,ZNF804B_3,,
3395,USF2_1,,
3396,MBD2_1,,
3397,CELF4_2,,
3398,NRCAM_2,,
3399,CNTN5_1,,
3400,AZI2_1,,
3401,CXCR6_1,,
3402,DCAF15_1,,
3403,RANGAP1_1,,
3404,CNPY2_1,,
3405,LMO3_2,,
3406,LIN28B_1,,
3407,SPHK2_1,,
3408,KPTN_1,,
3409,NOL12_4,,
3410,SNAPC2_2,,
3411,PET117_1,,
3412,GNG11_2,,
3413,RAC2_2,,
3414,GNAO1_3,,
3415,GNB1_1,,
3416,DGCR6L_1,,
3417,SSPN_1,,
3418,CYP4V2_2,,
3419,DYNC1I2_2,,
3420,SNRPF_1,,
3421,C2orf76_1,,
3422,ENDOV_2,,
3423,ZDHHC24_2,,
3424,CD200R1_1,,
3425,MOGS_1,,
3426,CCDC68_1,,
3427,CLIC5_2,,
3428,DCBLD2_1,,
3429,RAB42_1,,
3430,NDUFB1_1,,
3431,PHLDB1_2,,
3432,PARP9_3,,
3433,FOXA2_3,,
3434,DLX4_2,,
3435,MEPCE_1,,
3436,ZNF202_1,,
3437,ZNF264_1,,
3438,SCN4B_1,,
3439,PKLR_1,,
3440,CBX1_2,,
3441,FSCN3_1,,
3442,PRMT8_1,,
3443,EEF1AKMT1_1,,
3444,ZMYM2_1,,
3445,WFDC3_1,,
3446,MFN2_2,,
3447,DSN1_1,,
3448,GCC2_1,,
3449,ITPKC_2,,
3450,KLHL36_1,,
3451,RPP38_1,,
3452,RRAS2_2,,
3453,MEGF10_1,,
3454,STBD1_1,,
3455,PTPRE_1,,
3456,ZKSCAN2_1,,
3457,MPI_1,,
3458,TP53_2,,
3459,KRTCAP2_3,,
3460,HOXB7_2,,
3461,NSG1_1,,
3462,DDX50_1,,
3463,C9orf91_1,,
3464,THAP1_2,,
3465,MPHOSPH8_1,,
3466,PNKP_1,,
3467,MAP1B_2,,
3468,SRP54_1,,
3469,ZNF266_1,,
3470,MAPK10_3,,
3471,SEC24C_1,,
3472,OARD1_3,,
3473,CCDC40_1,,
3474,GATA5_1,,
3475,RXRG_1,,
3476,MPLKIP_1,,
3477,RBPMS_1,,
3478,CEACAM3_1,,
3479,NCOA4_1,,
3480,MON1B_3,,
3481,TOMM22_1,,
3482,POLN_1,,
3483,RER1_1,,
3484,SLC39A13_1,,
3485,MAFF_2,,
3486,MMS22L_1,,
3487,LRP12_1,,
3488,TTK_1,,
3489,TMEM238_1,,
3490,MITD1_1,,
3491,MED13L_1,,
3492,SEMA4G_1,,
3493,SOCS5_2,,
3494,SYTL3_2,,
3495,PIK3CD_1,,
3496,MIA2_1,,
3497,FEZ1_3,,
3498,DGCR14_1,,
3499,GOLGA7B_1,,
3500,PPP2R5A_1,,
3501,GRIN2A_4,,
3502,TLR9_2,,
3503,GALR1_1,,
3504,C12orf72_2,,
3505,PLAC8L1_1,,
3506,SMIM3_2,,
3507,NCDN_1,,
3508,COL6A2_1,,
3509,GRM2_2,,
3510,RABEP1_1,,
3511,EIF4E_1,,
3512,PTPRD_3,,
3513,MED12L_1,,
3514,WNT3_1,,
3515,TTLL9_2,,
3516,FHOD1_1,,
3517,ZNF397_1,,
3518,RGS7BP_3,,
3519,CCL21_1,,
3520,FAM188B_1,,
3521,HPCAL4_1,,
3522,TCF21_1,,
3523,UAP1_2,,
3524,C1QBP_1,,
3525,FAR1_1,,
3526,C3orf67_1,,
3527,PHIP_1,,
3528,SLC22A17_3,,
3529,KCTD16_2,,
3530,ITGAV_2,,
3531,ERC1_1,,
3532,CADM2_1,,
3533,EEFSEC_2,,
3534,CCSAP_1,,
3535,GNA12_1,,
3536,TLR9_1,,
3537,CD59_9,,
3538,MTFR1_2,,
3539,DPYSL5_1,,
3540,GRIP1_1,,
3541,OSBPL6_2,,
3542,HOXA9_3,,
3543,TRMT112_2,,
3544,CSAD_1,,
3545,SNRK_1,,
3546,MIER3_1,,
3547,LMO2_2,,
3548,SYT17_1,,
3549,USP22_1,,
3550,ODF1_1,,
3551,SLC25A46_1,,
3552,C1orf198_1,,
3553,TFDP2_3,,
3554,PDE4B_3,,
3555,KARS_1,,
3556,GTF2F1_2,,
3557,EFNA2_1,,
3558,IKBKB_1,,
3559,TMEM205_1,,
3560,NR3C1_2,,
3561,RMI1_3,,
3562,KRT85_1,,
3563,CDH10_2,,
3564,HOXC8_2,,
3565,WNT5A_3,,
3566,RASGRP2_2,,
3567,ST6GAL2_3,,
3568,TTC17_1,,
3569,RSPRY1_1,,
3570,MAPRE3_1,,
3571,POLD4_3,,
3572,ZNRF2_1,,
3573,ZXDC_1,,
3574,KLRG1_2,,
3575,C9orf24_2,,
3576,UGCG_2,,
3577,UGCG_1,,
3578,SLC25A45_3,,
3579,RPS29_1,,
3580,SNX8_1,,
3581,ATG5_3,,
3582,FGFRL1_2,,
3583,STK17B_1,,
3584,MYH11_3,,
3585,FANCI_1,,
3586,SLC5A11_1,,
3587,LKAAEAR1_1,,
3588,IRF5_1,,
3589,PRELP_1,,
3590,C2orf47_2,,
3591,SESN2_1,,
3592,WSB2_2,,
3593,SUN1_1,,
3594,GRIP2_1,,
3595,SLC25A51_2,,
3596,MIB1_2,,
3597,GLIS3_1,,
3598,SLC17A9_2,,
3599,TIMM10B_3,,
3600,HYAL3_1,,
3601,SAMD14_1,,
3602,TBC1D10A_1,,
3603,DEPDC5_3,,
3604,FAM83F_3,,
3605,ZNF428_2,,
3606,PRIMA1_3,,
3607,HAS2_2,,
3608,KIAA1586_1,,
3609,VTI1B_2,,
3610,PIP5K1B_2,,
3611,HAGHL_2,,
3612,MRPL34_2,,
3613,DHRS12_3,,
3614,LMAN1L_1,,
3615,PDE10A_2,,
3616,AMOTL1_1,,
3617,C22orf29_1,,
3618,SLC6A9_3,,
3619,TFAP2C_2,,
3620,TRPM2_2,,
3621,DNAJC21_1,,
3622,PRKCB_1,,
3623,TPD52L3_1,,
3624,VPS9D1_1,,
3625,PLEKHM2_1,,
3626,TMPRSS2_1,,
3627,HARS2_1,,
3628,NPEPPS_2,,
3629,SLC29A1_5,,
3630,SCNM1_1,,
3631,CTNNBL1_1,,
3632,TBL3_1,,
3633,IGFBP2_1,,
3634,PREX1_1,,
3635,SPOPL_1,,
3636,VAV3_2,,
3637,RPGRIP1L_1,,
3638,ZNF334_2,,
3639,NR4A1_2,,
3640,CHFR_1,,
3641,PLXNB1_1,,
3642,KLHDC8B_1,,
3643,NSUN2_1,,
3644,SGK3_1,,
3645,FOXF2_1,,
3646,CDH24_1,,
3647,C9orf43_2,,
3648,NUBP1_1,,
3649,ZNF793_1,,
3650,CD3EAP_1,,
3651,MFSD10_2,,
3652,TRMT11_1,,
3653,ADRM1_1,,
3654,TCTE1_1,,
3655,KCNQ5_1,,
3656,AZU1_1,,
3657,FNTA_3,,
3658,NEURL4_1,,
3659,DDIT4_1,,
3660,SLC48A1_1,,
3661,EYA1_1,,
3662,ELOVL6_1,,
3663,SMYD5_2,,
3664,KLHL42_2,,
3665,CDC16_2,,
3666,CPNE8_1,,
3667,TNFRSF11B_2,,
3668,CACNA1G_1,,
3669,IL17RE_2,,
3670,ANKRD24_1,,
3671,DYNC1I1_2,,
3672,TMEM37_1,,
3673,ZNF440_2,,
3674,RNPS1_1,,
3675,JARID2_2,,
3676,ADARB2_1,,
3677,NUDCD3_2,,
3678,ACOX1_1,,
3679,NR2F2_1,,
3680,LYRM5_1,,
3681,SIPA1L2_3,,
3682,DXO_3,,
3683,SLC25A24_2,,
3684,MBD3_1,,
3685,PODXL2_1,,
3686,PMPCB_1,,
3687,SRD5A3_1,,
3688,FAM73B_2,,
3689,SHROOM3_1,,
3690,SEP15_2,,
3691,ERBB4_3,,
3692,AHRR_1,,
3693,FAM198A_2,,
3694,FCHSD2_3,,
3695,CALCOCO1_1,,
3696,GPC5_1,,
3697,VEGFC_3,,
3698,PEX5_1,,
3699,STRN4_1,,
3700,SCOC_1,,
3701,GRIN3A_1,,
3702,DOCK3_1,,
3703,KLHL7_1,,
3704,MALL_2,,
3705,RAB40C_2,,
3706,NUDT3_3,,
3707,RNASEH2B_1,,
3708,ERGIC1_1,,
3709,IFRD2_2,,
3710,ATP5O_1,,
3711,ZFP91_2,,
3712,SSBP3_3,,
3713,ODC1_1,,
3714,RASSF8_3,,
3715,YIPF1_2,,
3716,TTC29_1,,
3717,RDH10_2,,
3718,HMGB2_3,,
3719,DPYSL4_1,,
3720,UPF1_1,,
3721,NUTF2_1,,
3722,DNAJC10_1,,
3723,SKAP2_1,,
3724,TBR1_1,,
3725,NPR3_3,,
3726,OTUD3_1,,
3727,SQLE_1,,
3728,CCBE1_2,,
3729,KLK5_1,,
3730,ADAM33_2,,
3731,HLF_2,,
3732,SYT3_3,,
3733,C12orf48_1,,
3734,LURAP1_1,,
3735,MIB1_1,,
3736,FBLN5_4,,
3737,BMPER_3,,
3738,ANG_1,,
3739,KATNAL1_1,,
3740,MFSD1_1,,
3741,PTPN5_2,,
3742,CIART_1,,
3743,VSTM2A_1,,
3744,EMX2_2,,
3745,SQRDL_1,,
3746,RPS7_2,,
3747,SAMD10_1,,
3748,RBM38_1,,
3749,PAK1_1,,
3750,IL17RA_1,,
3751,SEH1L_1,,
3752,VCL_2,,
3753,CCDC102A_1,,
3754,VRK1_1,,
3755,AVPR1A_1,,
3756,SLC4A2_3,,
3757,TEX40_1,,
3758,ARID1A_1,,
3759,PDE4A_1,,
3760,ADAMTS17_1,,
3761,ALKBH4_1,,
3762,NDUFA3_1,,
3763,PROSER1_2,,
3764,CDK2AP1_2,,
3765,SEPT3_1,,
3766,PACRG_1,,
3767,ITPA_1,,
3768,FBXO6_3,,
3769,PDPN_2,,
3770,WT1_7,,
3771,PDE3A_1,,
3772,KCNK4_2,,
3773,FBXO8_2,,
3774,XRCC4_1,,
3775,DNAJC7_3,,
3776,RPUSD4_1,,
3777,LAMP1_1,,
3778,GAS7_1,,
3779,TRABD2A_2,,
3780,PTPRN2_1,,
3781,PLAC9_1,,
3782,POLD3_1,,
3783,CEP89_1,,
3784,SLC4A11_4,,
3785,PPP1R12B_1,,
3786,DBNDD2_5,,
3787,BMI1_2,,
3788,SNX24_1,,
3789,LSM8_1,,
3790,DBNDD2_4,,
3791,SEPT2_1,,
3792,PRKD1_1,,
3793,HSD11B1_1,,
3794,TRPM3_3,,
3795,GPIHBP1_1,,
3796,NR2F6_2,,
3797,RNF2_1,,
3798,EIF3I_1,,
3799,KCNN1_1,,
3800,ROBO1_2,,
3801,NAF1_1,,
3802,SLC25A4_1,,
3803,ZNF207_1,,
3804,APOLD1_2,,
3805,MVK_1,,
3806,ZBTB20_3,,
3807,SULF1_4,,
3808,BCL2L2_1,,
3809,LSM5_2,,
3810,CPLX3_1,,
3811,ZBTB4_2,,
3812,ZNF131_6,,
3813,EFHD1_1,,
3814,CARNS1_1,,
3815,SEMA6A_3,,
3816,DNAJC2_1,,
3817,KCNA7_1,,
3818,RNF167_1,,
3819,PAQR4_1,,
3820,ITGA8_1,,
3821,HTRA1_1,,
3822,RHOBTB1_1,,
3823,BCAR1_1,,
3824,ZC3H18_1,,
3825,SH3BGRL2_2,,
3826,IGSF9_1,,
3827,CCKBR_2,,
3828,CLINT1_1,,
3829,NUPL2_1,,
3830,RFC2_2,,
3831,RUFY3_2,,
3832,MIXL1_2,,
3833,SBF1_1,,
3834,PAK1IP1_1,,
3835,CACNB2_4,,
3836,CRABP1_1,,
3837,SNU13_1,,
3838,PPP3R1_1,,
3839,MALL_1,,
3840,NAT8L_1,,
3841,LEF1_2,,
3842,OSBPL5_2,,
3843,IL12RB2_1,,
3844,TEAD1_3,,
3845,GALNT5_1,,
3846,PTPMT1_2,,
3847,MEF2C_1,,
3848,ADGRG1_2,,
3849,PEX16_1,,
3850,RPL26_6,,
3851,ASNS_3,,
3852,NEK5_1,,
3853,HPCA_1,,
3854,GABPB1_1,,
3855,AVPR1B_1,,
3856,ALX1_1,,
3857,AEN_1,,
3858,ZNF134_1,,
3859,SLFN13_1,,
3860,HPCAL1_1,,
3861,IZUMO4_1,,
3862,SLC27A4_1,,
3863,SIAE_1,,
3864,GCLM_2,,
3865,ANKRD28_2,,
3866,KLHDC9_1,,
3867,PHF20L1_2,,
3868,KCNRG_1,,
3869,YPEL5_2,,
3870,MAN1A2_2,,
3871,UBTF_1,,
3872,NXPH4_1,,
3873,SCD5_1,,
3874,ANXA13_1,,
3875,NDUFA13_1,,
3876,APOBEC3F_2,,
3877,PDSS1_2,,
3878,EVA1C_3,,
3879,LAYN_1,,
3880,NRBP2_1,,
3881,EMC7_1,,
3882,SGMS2_2,,
3883,RPN2_2,,
3884,MMP16_2,,
3885,TMEM41B_2,,
3886,CAND2_1,,
3887,GBX2_3,,
3888,LY6G6D_1,,
3889,PTPRM_2,,
3890,P2RY6_4,,
3891,L3MBTL3_1,,
3892,SMIM19_2,,
3893,ESRRA_1,,
3894,HAGH_2,,
3895,FBLN5_1,,
3896,MTA1_1,,
3897,SSBP2_2,,
3898,GCKR_1,,
3899,MPPED2_3,,
3900,GSE1_2,,
3901,TLE6_2,,
3902,EDARADD_1,,
3903,LACC1_1,,
3904,RBM17_1,,
3905,CRTAC1_1,,
3906,CMC1_1,,
3907,HCK_2,,
3908,PDRG1_2,,
3909,FAM20B_1,,
3910,RAB37_1,,
3911,TOMM70_2,,
3912,DDX20_2,,
3913,C4orf47_1,,
3914,KCNIP3_1,,
3915,NT5C3A_2,,
3916,AP4B1_1,,
3917,OGFR_1,,
3918,SLC19A2_1,,
3919,SCN8A_1,,
3920,NGDN_1,,
3921,SNAI2_2,,
3922,CTNNBIP1_1,,
3923,NLGN1_5,,
3924,TAC1_2,,
3925,IER2_1,,
3926,PALLD_1,,
3927,JOSD1_2,,
3928,KIF5C_1,,
3929,RPL26L1_1,,
3930,SF3B3_1,,
3931,TEAD1_2,,
3932,WSCD1_2,,
3933,CFAP54_1,,
3934,CMKLR1_1,,
3935,MPST_2,,
3936,SSBP2_1,,
3937,KCNJ8_3,,
3938,DCC_2,,
3939,TCFL5_2,,
3940,SIK2_1,,
3941,MDN1_1,,
3942,RBBP8_3,,
3943,TRIO_1,,
3944,SS18L1_3,,
3945,WDR83OS_2,,
3946,ADAMTS18_2,,
3947,COL3A1_1,,
3948,EPC1_1,,
3949,XYLT1_1,,
3950,CCDC178_1,,
3951,BCL2L15_1,,
3952,GPR75_1,,
3953,SETD1A_2,,
3954,FBLN2_1,,
3955,VTI1B_1,,
3956,C10orf35_2,,
3957,ITPK1_1,,
3958,CCDC110_2,,
3959,WDR83OS_3,,
3960,PMS1_1,,
3961,RBBP8_1,,
3962,ASB1_1,,
3963,ITGB4_1,,
3964,FTH1_1,,
3965,ERC2_2,,
3966,KLF6_1,,
3967,RCAN2_2,,
3968,GNA14_2,,
3969,KCNRG_2,,
3970,LIMA1_4,,
3971,ARL6IP1_1,,
3972,CACNA1A_1,,
3973,BCAR3_2,,
3974,VPS37D_1,,
3975,SRSF11_2,,
3976,ENTPD8_1,,
3977,RAB18_1,,
3978,GAMT_1,,
3979,CPNE1_1,,
3980,SRGAP1_2,,
3981,SETD9_1,,
3982,CDKN1C_1,,
3983,TMEM182_1,,
3984,SPATA6L_1,,
3985,PSMF1_1,,
3986,HMG20A_3,,
3987,NSD2_3,,
3988,GFOD1_2,,
3989,SNRPB2_1,,
3990,SIK3_1,,
3991,USP25_1,,
3992,RNF217_1,,
3993,ARL8B_1,,
3994,PRDX3_1,,
3995,IGFBP7_2,,
3996,NEURL1_1,,
3997,GDF5_2,,
3998,RFX2_2,,
3999,ACE_1,,
4000,R3HDM2_1,,
4001,TRMT61A_1,,
4002,NOTCH3_1,,
4003,CIB1_1,,
4004,NTRK3_1,,
4005,LINGO1_1,,
4006,SERPINB8_1,,
4007,CERCAM_1,,
4008,ATP1B1_2,,
4009,ZBTB48_1,,
4010,KIF15_1,,
4011,ZNF781_1,,
4012,TSPAN9_1,,
4013,ILK_1,,
4014,C4orf36_1,,
4015,NID1_1,,
4016,CFAP45_1,,
4017,PCYT1A_2,,
4018,TNFAIP2_1,,
4019,FBXL12_1,,
4020,TEAD4_2,,
4021,ST18_1,,
4022,TRAF2_1,,
4023,PRDX6_1,,
4024,RBFOX1_2,,
4025,PNPLA6_1,,
4026,PAK4_1,,
4027,LRP1B_1,,
4028,TRMT1L_1,,
4029,SPAG1_1,,
4030,HSD11B1_2,,
4031,SFMBT2_2,,
4032,YBEY_1,,
4033,DPYS_1,,
4034,INPP5B_1,,
4035,ATXN7_1,,
4036,PSMC2_1,,
4037,PIN1_1,,
4038,RPL13_2,,
4039,BCL2A1_2,,
4040,PSCA_3,,
4041,CALCR_1,,
4042,ANAPC4_1,,
4043,UCHL1_1,,
4044,GJB5_1,,
4045,BRSK2_1,,
4046,ZNF189_1,,
4047,OTOP2_2,,
4048,PPP3R1_7,,
4049,OARD1_1,,
4050,WDR20_1,,
4051,UBE2E2_1,,
4052,RELT_3,,
4053,VPS33A_1,,
4054,TRAPPC2B_2,,
4055,YTHDC1_1,,
4056,EFCAB10_1,,
4057,PFKP_1,,
4058,SERTAD2_1,,
4059,PLOD2_2,,
4060,ELAVL2_2,,
4061,LEF1_1,,
4062,L3MBTL1_1,,
4063,FBXO17_4,,
4064,GSTO1_1,,
4065,QPRT_2,,
4066,CYP4F11_1,,
4067,CYP17A1_1,,
4068,ERAP1_1,,
4069,EIF2S2_1,,
4070,ALDOA_2,,
4071,RTN2_1,,
4072,ZNF696_1,,
4073,CARS_2,,
4074,TRIM7_1,,
4075,RPS16_1,,
4076,RABEP1_2,,
4077,TMCO3_1,,
4078,PSENEN_1,,
4079,ACOT12_2,,
4080,WTIP_1,,
4081,LCK_1,,
